gene_id,gene_name,chromosome,gene_start,gene_end,gene_strand,transcript_id,transcript_name,transcript_start,transcript_end,TSS,TES,gene_id_unversioned
ENSG00000207419.1,RF00272,chr6,11709819,11709960,+,ENST00000384688.1,RF00272.4-201,11709819,11709960,11709819,11709960,ENSG00000207419
ENSG00000111863.12,ADTRP,chr6,11712054,11807046,-,ENST00000414691.7,ADTRP-203,11713524,11779170,11779170,11713524,ENSG00000111863
ENSG00000234427.1,AL022724.1,chr6,11810602,11811248,+,ENST00000412132.1,AL022724.1-201,11810602,11811248,11810602,11811248,ENSG00000234427
ENSG00000215124.2,AMD1P4,chr6,11861626,11862970,-,ENST00000299540.6,AMD1P4-201,11861626,11862970,11862970,11861626,ENSG00000215124
ENSG00000225102.1,AL157373.1,chr6,11990343,11992012,-,ENST00000456036.1,AL157373.1-201,11990343,11992012,11992012,11990343,ENSG00000225102
ENSG00000229896.2,AL157373.2,chr6,12007670,12008856,+,ENST00000607445.1,AL157373.2-202,12007870,12008643,12007870,12008643,ENSG00000229896
ENSG00000095951.16,HIVEP1,chr6,12008762,12164999,+,ENST00000379388.6,HIVEP1-201,12012338,12164999,12012338,12164999,ENSG00000095951
ENSG00000078401.6,EDN1,chr6,12290363,12297194,+,ENST00000379375.5,EDN1-201,12290363,12297194,12290363,12297194,ENSG00000078401
ENSG00000218893.1,SUMO2P12,chr6,12319453,12319592,+,ENST00000405924.1,SUMO2P12-201,12319453,12319592,12319453,12319592,ENSG00000218893
ENSG00000223321.1,RN7SKP293,chr6,12406486,12406781,-,ENST00000411389.1,RN7SKP293-201,12406486,12406781,12406781,12406486,ENSG00000223321
ENSG00000212802.4,RPL15P3,chr6,12514110,12514724,+,ENST00000391491.2,RPL15P3-201,12514110,12514724,12514110,12514724,ENSG00000212802
ENSG00000234015.1,LINC02530,chr6,12582915,12585404,-,ENST00000457945.1,LINC02530-201,12582915,12585404,12585404,12582915,ENSG00000234015
ENSG00000112137.17,PHACTR1,chr6,12716805,13290484,+,ENST00000379348.2,PHACTR1-204,12718310,12934000,12718310,12934000,ENSG00000112137
ENSG00000206702.1,RNU1-11P,chr6,13214056,13214219,+,ENST00000383975.1,RNU1-11P-201,13214056,13214219,13214056,13214219,ENSG00000206702
ENSG00000215022.7,AL008729.1,chr6,13264861,13295586,-,ENST00000606150.5,AL008729.1-203,13279295,13295586,13295586,13279295,ENSG00000215022
ENSG00000145979.17,TBC1D7,chr6,13266542,13328583,-,ENST00000343141.8,TBC1D7-201,13304954,13328583,13328583,13304954,ENSG00000145979
ENSG00000272379.1,AL008729.2,chr6,13290018,13290490,-,ENST00000606393.1,AL008729.2-201,13290018,13290490,13290490,13290018,ENSG00000272379
ENSG00000145990.10,GFOD1,chr6,13357830,13487662,-,ENST00000379287.3,GFOD1-203,13357830,13487555,13487555,13357830,ENSG00000145990
ENSG00000237786.1,GFOD1-AS1,chr6,13486294,13486852,+,ENST00000446001.1,GFOD1-AS1-201,13486294,13486852,13486294,13486852,ENSG00000237786
ENSG00000218265.1,RPS4XP7,chr6,13521266,13522045,+,ENST00000406274.1,RPS4XP7-201,13521266,13522045,13521266,13522045,ENSG00000218265
ENSG00000202351.1,RN7SKP204,chr6,13547704,13548013,+,ENST00000365481.1,RN7SKP204-201,13547704,13548013,13547704,13548013,ENSG00000202351
ENSG00000124523.15,SIRT5,chr6,13574529,13615158,+,ENST00000397350.6,SIRT5-204,13574529,13615158,13574529,13615158,ENSG00000124523
ENSG00000261071.1,AL441883.1,chr6,13614111,13615155,-,ENST00000566170.1,AL441883.1-201,13614111,13615155,13615155,13614111,ENSG00000261071
ENSG00000225921.6,NOL7,chr6,13615327,13632739,+,ENST00000451315.6,NOL7-202,13615327,13621205,13615327,13621205,ENSG00000225921
ENSG00000010017.12,RANBP9,chr6,13621498,13711564,-,ENST00000011619.5,RANBP9-201,13621498,13711564,13711564,13621498,ENSG00000010017
ENSG00000050393.11,MCUR1,chr6,13786557,13814568,-,ENST00000379170.8,MCUR1-201,13786557,13814568,13814568,13786557,ENSG00000050393
ENSG00000272209.1,AL023583.1,chr6,13825432,13826574,+,ENST00000607518.1,AL023583.1-201,13825432,13826574,13825432,13826574,ENSG00000272209
ENSG00000180537.12,RNF182,chr6,13924446,13980302,+,ENST00000488300.5,RNF182-204,13924867,13980302,13924867,13980302,ENSG00000180537
ENSG00000220868.2,MRPL35P1,chr6,13949095,13949666,+,ENST00000404272.2,MRPL35P1-201,13949095,13949666,13949095,13949666,ENSG00000220868
ENSG00000233981.1,AL022396.1,chr6,14004920,14006901,+,ENST00000427011.1,AL022396.1-201,14004920,14006901,14004920,14006901,ENSG00000233981
ENSG00000112149.9,CD83,chr6,14117256,14136918,+,ENST00000379153.3,CD83-201,14117641,14136918,14117641,14136918,ENSG00000112149
ENSG00000285639.1,AL133259.1,chr6,14152196,14211186,-,ENST00000650535.1,AL133259.1-201,14152196,14211186,14211186,14152196,ENSG00000285639
ENSG00000238987.1,RNU7-133P,chr6,14156462,14156523,+,ENST00000459188.1,RNU7-133P-201,14156462,14156523,14156462,14156523,ENSG00000238987
ENSG00000230631.1,AL353152.1,chr6,14229775,14231570,-,ENST00000455973.1,AL353152.1-201,14229775,14231570,14231570,14229775,ENSG00000230631
ENSG00000226673.2,LINC01108,chr6,14280127,14285454,-,ENST00000427276.1,LINC01108-201,14280127,14285145,14285145,14280127,ENSG00000226673
ENSG00000237346.1,AL080313.2,chr6,14391231,14393288,-,ENST00000456440.1,AL080313.2-201,14391231,14393288,14393288,14391231,ENSG00000237346
ENSG00000234540.1,AL080313.1,chr6,14394326,14404289,+,ENST00000434947.1,AL080313.1-201,14394326,14404289,14394326,14404289,ENSG00000234540
ENSG00000229646.2,AL109914.1,chr6,14597514,14599690,-,ENST00000414740.2,AL109914.1-201,14597514,14599690,14599690,14597514,ENSG00000229646
ENSG00000206960.1,RNU6-793P,chr6,14646535,14646638,+,ENST00000384233.1,RNU6-793P-201,14646535,14646638,14646535,14646638,ENSG00000206960
ENSG00000234261.3,AL138720.1,chr6,14661829,15090003,-,ENST00000437648.1,AL138720.1-202,14976788,15090003,15090003,14976788,ENSG00000234261
ENSG00000216754.2,AL050335.1,chr6,15102946,15104130,-,ENST00000396909.3,AL050335.1-201,15102946,15104130,15104130,15102946,ENSG00000216754
ENSG00000242989.3,RN7SL332P,chr6,15112968,15113221,+,ENST00000482163.3,RN7SL332P-201,15112968,15113221,15112968,15113221,ENSG00000242989
ENSG00000271888.1,AL136162.1,chr6,15243923,15245000,-,ENST00000607711.1,AL136162.1-201,15243923,15245000,15245000,15243923,ENSG00000271888
ENSG00000008083.13,JARID2,chr6,15246296,15522040,+,ENST00000341776.6,JARID2-201,15246296,15522021,15246296,15522021,ENSG00000008083
ENSG00000235488.1,JARID2-AS1,chr6,15247815,15248634,-,ENST00000441978.1,JARID2-AS1-201,15247815,15248634,15248634,15247815,ENSG00000235488
ENSG00000201367.1,RNU6-522P,chr6,15314920,15315026,+,ENST00000364497.1,RNU6-522P-201,15314920,15315026,15314920,15315026,ENSG00000201367
ENSG00000201519.1,RNU6-645P,chr6,15324367,15324472,-,ENST00000364649.1,RNU6-645P-201,15324367,15324472,15324472,15324367,ENSG00000201519
ENSG00000277411.1,RF00001,chr6,15522195,15522300,-,ENST00000614916.1,RF00001.11-201,15522195,15522300,15522300,15522195,ENSG00000277411
ENSG00000047579.19,DTNBP1,chr6,15522801,15663058,-,ENST00000622898.4,DTNBP1-212,15522810,15663058,15663058,15522810,ENSG00000047579
ENSG00000214027.3,ARPC3P5,chr6,15934782,15935315,+,ENST00000448802.1,ARPC3P5-201,15934782,15935315,15934782,15935315,ENSG00000214027
ENSG00000232947.1,LINC02543,chr6,15994944,15999797,+,ENST00000451285.1,LINC02543-201,15994944,15999797,15994944,15999797,ENSG00000232947
ENSG00000274212.1,AL365265.1,chr6,16041381,16041614,-,ENST00000621045.1,AL365265.1-201,16041381,16041614,16041614,16041381,ENSG00000274212
ENSG00000217585.1,AL021407.2,chr6,16107622,16108593,+,ENST00000408034.1,AL021407.2-201,16107622,16108593,16107622,16108593,ENSG00000217585
ENSG00000007944.14,MYLIP,chr6,16129125,16148248,+,ENST00000356840.7,MYLIP-202,16129125,16146881,16129125,16146881,ENSG00000007944
ENSG00000263712.1,MIR4639,chr6,16141556,16141624,+,ENST00000584938.1,MIR4639-201,16141556,16141624,16141556,16141624,ENSG00000263712
ENSG00000218073.1,AL021407.3,chr6,16160926,16161411,+,ENST00000407522.1,AL021407.3-201,16160926,16161411,16160926,16161411,ENSG00000218073
ENSG00000217078.1,AL021407.1,chr6,16163377,16163762,-,ENST00000404531.1,AL021407.1-201,16163377,16163762,16163762,16163377,ENSG00000217078
ENSG00000216364.1,MRPL42P2,chr6,16171606,16172031,+,ENST00000403169.1,MRPL42P2-201,16171606,16172031,16171606,16172031,ENSG00000216364
ENSG00000251831.1,RNU6-1114P,chr6,16205014,16205120,+,ENST00000516022.1,RNU6-1114P-201,16205014,16205120,16205014,16205120,ENSG00000251831
ENSG00000207193.1,RF00019,chr6,16232231,16232330,-,ENST00000384464.1,RF00019.499-201,16232231,16232330,16232330,16232231,ENSG00000207193
ENSG00000137198.9,GMPR,chr6,16238580,16295549,+,ENST00000259727.4,GMPR-201,16238580,16295549,16238580,16295549,ENSG00000137198
ENSG00000282024.1,AL009031.1,chr6,16259101,16264553,-,ENST00000632346.1,AL009031.1-201,16259101,16262926,16262926,16259101,ENSG00000282024
ENSG00000124788.18,ATXN1,chr6,16299112,16761491,-,ENST00000498374.1,ATXN1-210,16738465,16761491,16761491,16738465,ENSG00000124788
ENSG00000229931.1,AL137003.1,chr6,16761138,16762652,+,ENST00000450930.1,AL137003.1-202,16761912,16762618,16761912,16762618,ENSG00000229931
ENSG00000272341.1,AL137003.2,chr6,16764346,16766883,+,ENST00000606924.1,AL137003.2-201,16764346,16766883,16764346,16766883,ENSG00000272341
ENSG00000230873.8,STMND1,chr6,17102258,17131372,+,ENST00000366215.2,STMND1-202,17127938,17131372,17127938,17131372,ENSG00000230873
ENSG00000112183.14,RBM24,chr6,17281346,17293875,+,ENST00000379052.9,RBM24-202,17281346,17293875,17281346,17293875,ENSG00000112183
ENSG00000219314.1,AL034372.1,chr6,17381367,17382120,+,ENST00000407586.1,AL034372.1-201,17381367,17382120,17381367,17382120,ENSG00000219314
ENSG00000112186.11,CAP2,chr6,17393216,17557792,+,ENST00000229922.6,CAP2-201,17393216,17557792,17393216,17557792,ENSG00000112186
ENSG00000184612.8,RPL7P26,chr6,17530899,17531652,-,ENST00000333817.7,RPL7P26-201,17530899,17531652,17531652,17530899,ENSG00000184612
ENSG00000218359.1,SUMO2P13,chr6,17582034,17582305,+,ENST00000403109.1,SUMO2P13-201,17582034,17582305,17582034,17582305,ENSG00000218359
ENSG00000137414.5,FAM8A1,chr6,17600355,17611719,+,ENST00000259963.3,FAM8A1-201,17600355,17611719,17600355,17611719,ENSG00000137414
ENSG00000124789.11,NUP153,chr6,17615035,17706834,-,ENST00000613258.4,NUP153-203,17615035,17706834,17706834,17615035,ENSG00000124789
ENSG00000206881.1,RNU6-190P,chr6,17619533,17619634,+,ENST00000384154.1,RNU6-190P-201,17619533,17619634,17619533,17619634,ENSG00000206881
ENSG00000272269.1,AL138724.1,chr6,17706257,17707344,+,ENST00000606771.1,AL138724.1-201,17706257,17707344,17706257,17707344,ENSG00000272269
ENSG00000201415.1,RNA5SP204,chr6,17721786,17721903,-,ENST00000364545.1,RNA5SP204-201,17721786,17721903,17721903,17721786,ENSG00000201415
ENSG00000201442.2,RF00019,chr6,17737458,17737556,-,ENST00000364572.2,RF00019.254-201,17737458,17737556,17737556,17737458,ENSG00000201442
ENSG00000137177.19,KIF13A,chr6,17759183,17987623,-,ENST00000502704.2,KIF13A-207,17950406,17987623,17987623,17950406,ENSG00000137177
ENSG00000220920.1,AL023807.1,chr6,17953572,17953930,+,ENST00000407932.1,AL023807.1-201,17953572,17953930,17953572,17953930,ENSG00000220920
ENSG00000187566.5,NHLRC1,chr6,18120440,18122687,-,ENST00000340650.5,NHLRC1-201,18120440,18122687,18122687,18120440,ENSG00000187566
ENSG00000137364.4,TPMT,chr6,18128311,18155074,-,ENST00000309983.4,TPMT-201,18128311,18155074,18155074,18128311,ENSG00000137364
ENSG00000165097.14,KDM1B,chr6,18155329,18223853,+,ENST00000546309.6,KDM1B-203,18155329,18222043,18155329,18222043,ENSG00000165097
ENSG00000124795.15,DEK,chr6,18223868,18264823,-,ENST00000397239.7,DEK-202,18223868,18264823,18264823,18223868,ENSG00000124795
ENSG00000199715.1,RF00019,chr6,18273165,18273266,-,ENST00000362845.1,RF00019.64-201,18273165,18273266,18273266,18273165,ENSG00000199715
ENSG00000278102.1,AL138825.1,chr6,18304854,18305045,-,ENST00000618587.1,AL138825.1-201,18304854,18305045,18305045,18304854,ENSG00000278102
ENSG00000200681.1,RNU6-263P,chr6,18306973,18307079,-,ENST00000363811.1,RNU6-263P-201,18306973,18307079,18307079,18306973,ENSG00000200681
ENSG00000217414.2,DDX18P3,chr6,18363417,18365423,-,ENST00000404856.2,DDX18P3-201,18363417,18365423,18365423,18363417,ENSG00000217414
ENSG00000218976.2,AL138725.1,chr6,18366736,18368644,-,ENST00000407347.2,AL138725.1-201,18366736,18368644,18368644,18366736,ENSG00000218976
ENSG00000137393.9,RNF144B,chr6,18387350,18468874,+,ENST00000259939.3,RNF144B-201,18387350,18468874,18387350,18468874,ENSG00000137393
ENSG00000283408.1,MIR548A1HG,chr6,18522739,18674001,+,ENST00000636739.1,MIR548A1HG-201,18522739,18536196,18522739,18536196,ENSG00000283408
ENSG00000207775.1,MIR548A1,chr6,18571784,18571880,+,ENST00000385041.1,MIR548A1-201,18571784,18571880,18571784,18571880,ENSG00000207775
ENSG00000217379.2,AL589647.1,chr6,19143695,19144160,+,ENST00000402485.2,AL589647.1-201,19143695,19144160,19143695,19144160,ENSG00000217379
ENSG00000231662.1,AL357052.1,chr6,19290319,19321021,-,ENST00000443504.1,AL357052.1-201,19290319,19321021,19321021,19290319,ENSG00000231662
ENSG00000228412.8,AL022068.1,chr6,19324988,19839080,-,ENST00000457670.1,AL022068.1-210,19803607,19804742,19804742,19803607,ENSG00000228412
ENSG00000218643.2,RPL5P20,chr6,19348181,19349076,+,ENST00000403848.2,RPL5P20-201,19348181,19349076,19348181,19349076,ENSG00000218643
ENSG00000201523.1,RNA5SP205,chr6,19438283,19438418,+,ENST00000364653.1,RNA5SP205-201,19438283,19438418,19438283,19438418,ENSG00000201523
ENSG00000214012.4,KRT18P38,chr6,19612755,19614036,+,ENST00000449496.2,KRT18P38-201,19612755,19614036,19612755,19614036,ENSG00000214012
ENSG00000217314.2,UQCRFS1P3,chr6,19638040,19638808,-,ENST00000407697.2,UQCRFS1P3-201,19638040,19638808,19638808,19638040,ENSG00000217314
ENSG00000200957.1,RNU6-801P,chr6,19642425,19642529,-,ENST00000364087.1,RNU6-801P-201,19642425,19642529,19642529,19642425,ENSG00000200957
ENSG00000172201.11,ID4,chr6,19837386,19840684,+,ENST00000378700.7,ID4-201,19837386,19840684,19837386,19840684,ENSG00000172201
ENSG00000229700.1,AL008627.1,chr6,20042455,20042940,-,ENST00000446953.1,AL008627.1-201,20042455,20042940,20042940,20042455,ENSG00000229700
ENSG00000172197.10,MBOAT1,chr6,20102145,20212399,-,ENST00000324607.7,MBOAT1-201,20102145,20212399,20212399,20102145,ENSG00000172197
ENSG00000227803.2,AL158198.1,chr6,20212087,20317739,+,ENST00000449143.2,AL158198.1-201,20212087,20317739,20212087,20317739,ENSG00000227803
ENSG00000112242.14,E2F3,chr6,20401906,20493715,+,ENST00000346618.7,E2F3-201,20402167,20493715,20402167,20493715,ENSG00000112242
ENSG00000240869.3,RN7SL128P,chr6,20421583,20421887,-,ENST00000467883.3,RN7SL128P-201,20421583,20421887,20421887,20421583,ENSG00000240869
ENSG00000224707.1,E2F3-IT1,chr6,20437821,20440178,+,ENST00000433182.1,E2F3-IT1-201,20437821,20440178,20437821,20440178,ENSG00000224707
ENSG00000222431.1,RNU6-141P,chr6,20452369,20452473,-,ENST00000410499.1,RNU6-141P-201,20452369,20452473,20452473,20452369,ENSG00000222431
ENSG00000201683.1,RF00019,chr6,20500175,20500276,+,ENST00000364813.1,RF00019.286-201,20500175,20500276,20500175,20500276,ENSG00000201683
ENSG00000145996.11,CDKAL1,chr6,20534457,21232404,+,ENST00000274695.8,CDKAL1-201,20534457,21232404,20534457,21232404,ENSG00000145996
ENSG00000225832.1,AL035090.1,chr6,20722328,20723655,-,ENST00000454835.1,AL035090.1-201,20722328,20723655,20723655,20722328,ENSG00000225832
ENSG00000233848.1,AL513188.1,chr6,20756103,20800694,-,ENST00000421167.1,AL513188.1-201,20756103,20800694,20800694,20756103,ENSG00000233848
ENSG00000252046.1,RNU6-150P,chr6,20993474,20993568,-,ENST00000516237.1,RNU6-150P-201,20993474,20993568,20993568,20993474,ENSG00000252046
ENSG00000227089.2,AL031767.1,chr6,21354411,21355296,-,ENST00000426374.2,AL031767.1-201,21354411,21355296,21355296,21354411,ENSG00000227089
ENSG00000280989.1,LINC00581,chr6,21486061,21511895,-,ENST00000630914.1,LINC00581-201,21486061,21511895,21511895,21486061,ENSG00000280989
ENSG00000231754.2,AL512380.1,chr6,21521678,21523783,-,ENST00000447728.1,AL512380.1-202,21522476,21523772,21523772,21522476,ENSG00000231754
ENSG00000283480.1,AL512380.2,chr6,21528739,21595593,-,ENST00000637901.1,AL512380.2-201,21528739,21595593,21595593,21528739,ENSG00000283480
ENSG00000124766.6,SOX4,chr6,21592768,21598619,+,ENST00000244745.3,SOX4-201,21592768,21598619,21592768,21598619,ENSG00000124766
ENSG00000220771.2,BOLA2P3,chr6,21602128,21602383,+,ENST00000404566.2,BOLA2P3-201,21602128,21602383,21602128,21602383,ENSG00000220771
ENSG00000272168.6,CASC15,chr6,21664772,22368328,+,ENST00000606336.5,CASC15-205,21664772,21909837,21664772,21909837,ENSG00000272168
ENSG00000280443.1,AL136313.1,chr6,21822536,21822737,+,ENST00000624804.1,AL136313.1-201,21822536,21822737,21822536,21822737,ENSG00000280443
ENSG00000222515.1,RN7SKP240,chr6,22085544,22085918,+,ENST00000410583.1,RN7SKP240-201,22085544,22085918,22085544,22085918,ENSG00000222515
ENSG00000260455.1,NBAT1,chr6,22134957,22147193,-,ENST00000566912.1,NBAT1-201,22134957,22147193,22147193,22134957,ENSG00000260455
ENSG00000219404.2,AL359694.1,chr6,22213306,22214237,-,ENST00000403247.2,AL359694.1-201,22213306,22214237,22214237,22213306,ENSG00000219404
ENSG00000261568.1,AL359694.2,chr6,22220781,22222395,+,ENST00000567753.1,AL359694.2-201,22220781,22222395,22220781,22222395,ENSG00000261568
ENSG00000172179.11,PRL,chr6,22287244,22297501,-,ENST00000615510.4,PRL-202,22287244,22297501,22297501,22287244,ENSG00000172179
ENSG00000112273.6,HDGFL1,chr6,22569493,22571666,+,ENST00000510882.3,HDGFL1-201,22569493,22571666,22569493,22571666,ENSG00000112273
ENSG00000228772.2,AL033539.1,chr6,22589137,22593833,-,ENST00000427775.2,AL033539.1-201,22589137,22593833,22593833,22589137,ENSG00000228772
ENSG00000233358.2,AL035401.1,chr6,22744395,23031780,-,ENST00000420572.2,AL035401.1-201,22744395,23031780,23031780,22744395,ENSG00000233358
ENSG00000218476.2,AL591416.1,chr6,23102680,23103546,+,ENST00000404015.2,AL591416.1-201,23102680,23103546,23102680,23103546,ENSG00000218476
ENSG00000207394.1,RNU6-1060P,chr6,23124981,23125087,-,ENST00000384664.1,RNU6-1060P-201,23124981,23125087,23125087,23124981,ENSG00000207394
ENSG00000235743.1,AL139231.1,chr6,23337711,23346560,+,ENST00000431001.1,AL139231.1-201,23337711,23346560,23337711,23346560,ENSG00000235743
ENSG00000219453.1,AL133270.1,chr6,23649496,23649774,+,ENST00000402635.1,AL133270.1-201,23649496,23649774,23649496,23649774,ENSG00000219453
ENSG00000278128.1,AL139093.1,chr6,23854444,23855457,+,ENST00000622029.1,AL139093.1-201,23854444,23855457,23854444,23855457,ENSG00000278128
ENSG00000218512.2,SPTLC1P2,chr6,23856698,23856818,-,ENST00000407089.2,SPTLC1P2-201,23856698,23856818,23856818,23856698,ENSG00000218512
ENSG00000220748.2,AL032822.1,chr6,23971879,23972941,+,ENST00000405827.2,AL032822.1-201,23971879,23972941,23971879,23972941,ENSG00000220748
ENSG00000219582.3,HNRNPA1P58,chr6,24001824,24002433,+,ENST00000403629.3,HNRNPA1P58-201,24001824,24002433,24001824,24002433,ENSG00000219582
ENSG00000152954.11,NRSN1,chr6,24126122,24154900,+,ENST00000378491.8,NRSN1-204,24126122,24147411,24126122,24147411,ENSG00000152954
ENSG00000251830.1,RF00218,chr6,24166273,24166374,+,ENST00000516021.1,RF00218.2-201,24166273,24166374,24166273,24166374,ENSG00000251830
ENSG00000146038.11,DCDC2,chr6,24171756,24358052,-,ENST00000378454.7,DCDC2-202,24171756,24358052,24358052,24171756,ENSG00000146038
ENSG00000146049.1,KAAG1,chr6,24356903,24358284,+,ENST00000274766.1,KAAG1-201,24356903,24358284,24356903,24358284,ENSG00000146049
ENSG00000202050.1,RNU6-391P,chr6,24365651,24365754,+,ENST00000365180.1,RNU6-391P-201,24365651,24365754,24365651,24365754,ENSG00000202050
ENSG00000124532.14,MRS2,chr6,24402908,24426194,+,ENST00000378386.7,MRS2-203,24402954,24425582,24402954,24425582,ENSG00000124532
ENSG00000112293.14,GPLD1,chr6,24424565,24495205,-,ENST00000230036.1,GPLD1-201,24428177,24489622,24489622,24428177,ENSG00000112293
ENSG00000112294.12,ALDH5A1,chr6,24494852,24537207,+,ENST00000357578.7,ALDH5A1-202,24494852,24537207,24494852,24537207,ENSG00000112294
ENSG00000137261.13,KIAA0319,chr6,24544104,24646155,-,ENST00000537886.5,KIAA0319-204,24544104,24646155,24646155,24544104,ENSG00000137261
ENSG00000218186.2,KRT8P43,chr6,24598012,24599790,+,ENST00000406052.2,KRT8P43-201,24598012,24599790,24598012,24599790,ENSG00000218186
ENSG00000111802.13,TDP2,chr6,24649977,24667033,-,ENST00000378198.8,TDP2-202,24649977,24667033,24667033,24649977,ENSG00000111802
ENSG00000112304.10,ACOT13,chr6,24667035,24705065,+,ENST00000537591.5,ACOT13-203,24667035,24705065,24667035,24705065,ENSG00000112304
ENSG00000272345.1,AL031775.1,chr6,24700907,24701793,-,ENST00000607014.1,AL031775.1-201,24700907,24701793,24701793,24700907,ENSG00000272345
ENSG00000112308.12,C6orf62,chr6,24704861,24720836,-,ENST00000378119.8,C6orf62-202,24704861,24720836,24720836,24704861,ENSG00000112308
ENSG00000272402.1,AL031775.2,chr6,24706747,24707151,+,ENST00000606921.1,AL031775.2-201,24706747,24707151,24706747,24707151,ENSG00000272402
ENSG00000224164.1,AL133264.2,chr6,24742302,24751921,+,ENST00000423504.1,AL133264.2-202,24749067,24751689,24749067,24751689,ENSG00000224164
ENSG00000218806.2,AL133264.1,chr6,24750671,24751625,-,ENST00000407157.2,AL133264.1-201,24750671,24751625,24751625,24750671,ENSG00000218806
ENSG00000112312.9,GMNN,chr6,24774931,24786099,+,ENST00000230056.7,GMNN-201,24774938,24786099,24774938,24786099,ENSG00000112312
ENSG00000260286.3,ARMH2,chr6,24797321,24798889,-,ENST00000565469.3,ARMH2-201,24797321,24798889,24798889,24797321,ENSG00000260286
ENSG00000282804.1,AL512428.1,chr6,24797373,24809798,-,ENST00000562221.1,AL512428.1-201,24797373,24809798,24809798,24797373,ENSG00000282804
ENSG00000111913.18,RIPOR2,chr6,24804281,25042170,-,ENST00000606385.1,RIPOR2-208,25014952,25042170,25042170,25014952,ENSG00000111913
ENSG00000217083.1,MTCO2P33,chr6,24947880,24948344,+,ENST00000402100.1,MTCO2P33-201,24947880,24948344,24947880,24948344,ENSG00000217083
ENSG00000214975.4,PPIAP29,chr6,24976419,24976982,+,ENST00000414949.2,PPIAP29-201,24976419,24976982,24976419,24976982,ENSG00000214975
ENSG00000220517.2,ASS1P1,chr6,25023247,25024483,-,ENST00000402854.2,ASS1P1-201,25023247,25024483,25024483,25023247,ENSG00000220517
ENSG00000244618.3,RN7SL334P,chr6,25031009,25031287,-,ENST00000465067.3,RN7SL334P-201,25031009,25031287,25031287,25031009,ENSG00000244618
ENSG00000229313.1,AL133268.3,chr6,25041839,25056664,+,ENST00000428903.1,AL133268.3-201,25041839,25056664,25041839,25056664,ENSG00000229313
ENSG00000223623.1,AL133268.2,chr6,25053627,25057073,-,ENST00000416595.1,AL133268.2-201,25053627,25057073,25057073,25053627,ENSG00000223623
ENSG00000168405.17,CMAHP,chr6,25061626,25452263,-,ENST00000413898.2,CMAHP-203,25245356,25261411,25261411,25245356,ENSG00000168405
ENSG00000285801.1,AL133268.4,chr6,25061796,25134971,+,ENST00000648291.1,AL133268.4-201,25061796,25134971,25061796,25134971,ENSG00000285801
ENSG00000219682.4,AL133268.1,chr6,25140003,25141403,+,ENST00000405676.2,AL133268.1-201,25140003,25141403,25140003,25141403,ENSG00000219682
ENSG00000262400.1,AL590084.3,chr6,25152547,25152883,+,ENST00000573276.1,AL590084.3-201,25152547,25152883,25152547,25152883,ENSG00000262400
ENSG00000217805.2,AL590084.1,chr6,25181359,25181745,+,ENST00000407885.2,AL590084.1-201,25181359,25181745,25181359,25181745,ENSG00000217805
ENSG00000219681.2,AL590084.2,chr6,25218688,25219069,+,ENST00000401481.2,AL590084.2-201,25218688,25219069,25218688,25219069,ENSG00000219681
ENSG00000271108.1,KATNBL1P5,chr6,25248263,25248779,+,ENST00000605015.1,KATNBL1P5-201,25248263,25248779,25248263,25248779,ENSG00000271108
ENSG00000216718.7,AL024509.2,chr6,25261239,25261731,+,ENST00000493462.2,AL024509.2-201,25261239,25261731,25261239,25261731,ENSG00000216718
ENSG00000213972.3,AL024509.1,chr6,25272200,25273751,-,ENST00000397093.3,AL024509.1-201,25272200,25273751,25273751,25272200,ENSG00000213972
ENSG00000079691.17,CARMIL1,chr6,25279078,25620530,+,ENST00000461945.1,CARMIL1-202,25279078,25452597,25279078,25452597,ENSG00000079691
ENSG00000207286.1,RF00019,chr6,25287432,25287533,-,ENST00000384556.1,RF00019.520-201,25287432,25287533,25287533,25287432,ENSG00000207286
ENSG00000207490.1,RNU6-987P,chr6,25383599,25383702,+,ENST00000384759.1,RNU6-987P-201,25383599,25383702,25383599,25383702,ENSG00000207490
ENSG00000079689.13,SCGN,chr6,25652201,25701783,+,ENST00000377961.2,SCGN-202,25652236,25701783,25652236,25701783,ENSG00000079689
ENSG00000217408.2,PRELID1P2,chr6,25678769,25679164,-,ENST00000407805.2,PRELID1P2-201,25678769,25679164,25679164,25678769,ENSG00000217408
ENSG00000164508.4,HIST1H2AA,chr6,25726132,25726527,-,ENST00000297012.4,HIST1H2AA-201,25726132,25726527,25726527,25726132,ENSG00000164508
ENSG00000146047.6,HIST1H2BA,chr6,25726777,25727292,+,ENST00000274764.4,HIST1H2BA-201,25726777,25727292,25726777,25727292,ENSG00000146047
ENSG00000178762.4,HIST1H2BPS1,chr6,25731782,25732091,-,ENST00000369177.4,HIST1H2BPS1-201,25731782,25732091,25732091,25731782,ENSG00000178762
ENSG00000216436.2,HIST1H2APS1,chr6,25732497,25732827,+,ENST00000406683.2,HIST1H2APS1-201,25732497,25732827,25732497,25732827,ENSG00000216436
ENSG00000146039.10,SLC17A4,chr6,25754699,25781191,+,ENST00000377905.8,SLC17A4-201,25754699,25781191,25754699,25781191,ENSG00000146039
ENSG00000124568.10,SLC17A1,chr6,25782897,25832059,-,ENST00000468082.1,SLC17A1-203,25798785,25830557,25830557,25798785,ENSG00000124568
