gene_id,TSS_B37
ENSG00000117632,26233482
ENSG00000117640,26145132
ENSG00000117643,25943283
ENSG00000117650,211848972
ENSG00000117676,26856253
ENSG00000117682,26758774
ENSG00000117691,212606263
ENSG00000117697,212965124
ENSG00000117707,214156525
ENSG00000117713,27019728
ENSG00000117724,214776539
ENSG00000117748,28241257
ENSG00000117751,28157294
ENSG00000117758,28099731
ENSG00000117791,220921568
ENSG00000117834,48688358
ENSG00000117859,52042852
ENSG00000117862,52520863
ENSG00000117868,158622944
ENSG00000117877,45909903
ENSG00000117899,81282169
ENSG00000117906,77224080
ENSG00000117971,79020096
ENSG00000117983,1244297
ENSG00000117984,1785803
ENSG00000118004,3642423
ENSG00000118007,136471245
ENSG00000118017,137851232
ENSG00000118046,1177558
ENSG00000118058,118307172
ENSG00000118094,118550399
ENSG00000118096,118443685
ENSG00000118113,102597781
ENSG00000118137,116708338
ENSG00000118156,48076405
ENSG00000118160,47975150
ENSG00000118162,47987522
ENSG00000118181,118889401
ENSG00000118193,200589879
ENSG00000118194,201346892
ENSG00000118197,200639035
ENSG00000118200,200708022
ENSG00000118217,161736089
ENSG00000118231,208989248
ENSG00000118242,216898819
ENSG00000118245,217724787
ENSG00000118246,207630082
ENSG00000118257,206546715
ENSG00000118260,208394462
ENSG00000118263,208031991
ENSG00000118271,29136973
ENSG00000118276,29265799
ENSG00000118292,150240601
ENSG00000118298,150229647
ENSG00000118307,25348096
ENSG00000118308,25157277
ENSG00000118322,160279221
ENSG00000118363,74660307
ENSG00000118369,77899859
ENSG00000118402,80657270
ENSG00000118407,76203516
ENSG00000118412,90539614
ENSG00000118418,79944455
ENSG00000118420,83775560
ENSG00000118432,88876066
ENSG00000118434,88757560
ENSG00000118454,70820417
ENSG00000118473,66998951
ENSG00000118482,64345708
ENSG00000118491,144185574
ENSG00000118492,146920104
ENSG00000118495,144385736
ENSG00000118496,146135931
ENSG00000118503,138188352
ENSG00000118507,131456608
ENSG00000118508,146864970
ENSG00000118513,135502447
ENSG00000118514,135271253
ENSG00000118515,134639250
ENSG00000118518,127587872
ENSG00000118520,131791973
ENSG00000118523,132272512
ENSG00000118526,134210252
ENSG00000118557,72210777
ENSG00000118564,15683302
ENSG00000118579,17616265
ENSG00000118596,59989811
ENSG00000118600,64173614
ENSG00000118620,21203441
ENSG00000118640,85788686
ENSG00000118655,114447836
ENSG00000118680,3261478
ENSG00000118689,108881039
ENSG00000118690,109169620
ENSG00000118702,35890222
ENSG00000118705,35806814
ENSG00000118707,35201892
ENSG00000118729,116311335
ENSG00000118733,102462482
ENSG00000118762,88928788
ENSG00000118777,89152780
ENSG00000118785,88896820
ENSG00000118804,77227887
ENSG00000118816,77997462
ENSG00000118849,158450278
ENSG00000118855,158449988
ENSG00000118873,220445871
ENSG00000118894,5147796
ENSG00000118898,5010742
ENSG00000118900,4896667
ENSG00000118903,77502201
ENSG00000118922,74708066
ENSG00000118939,76123617
ENSG00000118946,58205879
ENSG00000118960,20850890
ENSG00000118961,21022890
ENSG00000118965,20189866
ENSG00000118971,4378938
ENSG00000118972,4488878
ENSG00000118976,3948626
ENSG00000118985,95297555
ENSG00000118990,161178774
ENSG00000118997,196933561
ENSG00000119004,204103701
ENSG00000119013,201936157
ENSG00000119041,197664449
ENSG00000119042,200335989
ENSG00000119048,133707161
ENSG00000119121,77503010
ENSG00000119125,74729512
ENSG00000119138,73029573
ENSG00000119139,71736181
ENSG00000119147,106679703
ENSG00000119185,9563657
ENSG00000119203,9563781
ENSG00000119227,196695931
ENSG00000119231,196594728
ENSG00000119242,124457378
ENSG00000119280,231005335
ENSG00000119283,231297805
ENSG00000119285,236767816
ENSG00000119314,115095944
ENSG00000119318,110045419
ENSG00000119321,115983738
ENSG00000119326,111775802
ENSG00000119328,111696681
ENSG00000119333,131419126
ENSG00000119335,131445704
ENSG00000119383,131873230
ENSG00000119392,131266935
ENSG00000119396,123985292
ENSG00000119397,123836939
ENSG00000119401,119449585
ENSG00000119402,123555694
ENSG00000119403,123657174
ENSG00000119408,127019886
ENSG00000119411,116111822
ENSG00000119414,127952218
ENSG00000119421,124922058
ENSG00000119431,116139266
ENSG00000119440,136103978
ENSG00000119446,125027119
ENSG00000119457,115653156
ENSG00000119471,115142361
ENSG00000119487,128469513
ENSG00000119508,102584138
ENSG00000119509,102861526
ENSG00000119514,101569953
ENSG00000119522,126692431
ENSG00000119523,101984224
ENSG00000119535,36948879
ENSG00000119537,61034461
ENSG00000119541,61089716
ENSG00000119547,55102607
ENSG00000119559,1479218
ENSG00000119574,59050278
ENSG00000119596,75230020
ENSG00000119599,73393086
ENSG00000119608,75342857
ENSG00000119614,74706153
ENSG00000119616,75179848
ENSG00000119630,75422329
ENSG00000119632,94596590
ENSG00000119636,74486053
ENSG00000119638,75594047
ENSG00000119640,75536186
ENSG00000119650,76368480
ENSG00000119655,74960880
ENSG00000119660,75759198
ENSG00000119661,74111579
ENSG00000119669,77495051
ENSG00000119673,74034325
ENSG00000119681,75079081
ENSG00000119682,75179820
ENSG00000119684,75518235
ENSG00000119685,76099969
ENSG00000119686,76044964
ENSG00000119688,74769758
ENSG00000119689,75348595
ENSG00000119698,94612466
ENSG00000119699,76449354
ENSG00000119703,75530813
ENSG00000119705,78174415
ENSG00000119707,73525241
ENSG00000119711,74551195
ENSG00000119714,91720269
ENSG00000119715,76777056
ENSG00000119718,75469625
ENSG00000119720,90798313
ENSG00000119723,74416630
ENSG00000119725,74353321
ENSG00000119729,46768946
ENSG00000119737,54087104
ENSG00000119760,27886707
ENSG00000119771,23608051
ENSG00000119772,25565459
ENSG00000119777,27255779
ENSG00000119778,24149993
ENSG00000119782,24272572
ENSG00000119787,38604427
ENSG00000119801,30369808
ENSG00000119812,33824414
ENSG00000119820,32502974
ENSG00000119844,64751440
ENSG00000119862,64681104
ENSG00000119865,68547183
ENSG00000119866,60781602
ENSG00000119878,46843556
ENSG00000119888,47572298
ENSG00000119899,74363715
ENSG00000119900,71998515
ENSG00000119906,102672721
ENSG00000119912,94333853
ENSG00000119913,114043159
ENSG00000119915,103986057
ENSG00000119917,91087065
ENSG00000119919,101292700
ENSG00000119922,91043452
ENSG00000119927,113975135
ENSG00000119929,101462316
ENSG00000119938,93392828
ENSG00000119943,100174939
ENSG00000119946,101089114
ENSG00000119950,111967364
ENSG00000119953,112064696
ENSG00000119965,124713827
ENSG00000119969,96261192
ENSG00000119973,120355160
ENSG00000119977,97453900
ENSG00000119979,120863599
ENSG00000119986,99446998
ENSG00000120008,122610818
ENSG00000120029,103815950
ENSG00000120049,103603677
ENSG00000120051,106113592
ENSG00000120053,101190381
ENSG00000120054,101841626
ENSG00000120055,104211300
ENSG00000120057,99531756
ENSG00000120063,63052858
ENSG00000120068,46692654
ENSG00000120071,44302755
ENSG00000120075,46671141
ENSG00000120088,43861647
ENSG00000120093,46682274
ENSG00000120094,46608373
ENSG00000120129,172198198
ENSG00000120137,168006373
ENSG00000120149,174151586
ENSG00000120156,27109140
ENSG00000120158,4792945
ENSG00000120159,26892801
ENSG00000120160,27297148
ENSG00000120162,27529812
ENSG00000120210,5185647
ENSG00000120211,5231420
ENSG00000120215,5890890
ENSG00000120217,5450504
ENSG00000120235,21351377
ENSG00000120242,21409117
ENSG00000120251,158125335
ENSG00000120253,150070801
ENSG00000120254,151186816
ENSG00000120256,150185495
ENSG00000120262,151815153
ENSG00000120265,150070580
ENSG00000120278,150921020
ENSG00000120279,153019033
ENSG00000120280,30595883
ENSG00000120289,30260118
ENSG00000120306,139554742
ENSG00000120314,140044454
ENSG00000120318,141061797
ENSG00000120322,140557372
ENSG00000120324,140571927
ENSG00000120327,140602916
ENSG00000120328,140588270
ENSG00000120329,140683616
ENSG00000120332,175036970
ENSG00000120333,174992561
ENSG00000120334,173794021
ENSG00000120337,173020081
ENSG00000120341,177953438
ENSG00000120370,170500961
ENSG00000120436,167571468
ENSG00000120437,160183078
ENSG00000120438,160210735
ENSG00000120440,167738560
ENSG00000120451,130786374
ENSG00000120457,128761252
ENSG00000120458,124670602
ENSG00000120471,128813294
ENSG00000120498,70128561
ENSG00000120500,69488156
ENSG00000120509,69510364
ENSG00000120519,147443524
ENSG00000120526,110346350
ENSG00000120533,110346554
ENSG00000120539,27443754
ENSG00000120549,23983676
ENSG00000120555,38691844
ENSG00000120563,29577991
ENSG00000120594,20105169
ENSG00000120616,32667726
ENSG00000120645,175934
ENSG00000120647,498440
ENSG00000120656,28974803
ENSG00000120658,44361108
ENSG00000120659,43136873
ENSG00000120662,41837713
ENSG00000120664,36920569
ENSG00000120669,36788725
ENSG00000120675,43597340
ENSG00000120685,39612226
ENSG00000120686,38923987
ENSG00000120688,41635646
ENSG00000120690,41635576
ENSG00000120693,37494902
ENSG00000120694,31736525
ENSG00000120696,41768705
ENSG00000120697,37574900
ENSG00000120699,37572954
ENSG00000120705,137878925
ENSG00000120708,135364678
ENSG00000120709,137667625
ENSG00000120725,138629246
ENSG00000120727,138677277
ENSG00000120729,137203548
ENSG00000120733,137688375
ENSG00000120738,137801169
ENSG00000120742,150321015
ENSG00000120756,142315236
ENSG00000120784,38183238
ENSG00000120798,95467404
ENSG00000120800,101673884
ENSG00000120802,98909358
ENSG00000120805,101801550
ENSG00000120820,104457961
ENSG00000120832,107380938
ENSG00000120833,93963591
ENSG00000120837,104532019
ENSG00000120860,102455927
ENSG00000120868,99039069
ENSG00000120875,29208201
ENSG00000120885,27472217
ENSG00000120889,22926544
ENSG00000120896,22402500
ENSG00000120899,27169000
ENSG00000120903,27337400
ENSG00000120907,26724795
ENSG00000120910,22298333
ENSG00000120913,22435793
ENSG00000120915,27348299
ENSG00000120925,42752433
ENSG00000120937,11919002
ENSG00000120942,11333256
ENSG00000120948,11072402
ENSG00000120949,12123361
ENSG00000120952,12916942
ENSG00000120963,102218421
ENSG00000120992,55014577
ENSG00000121005,75896741
ENSG00000121022,67996018
ENSG00000121039,74206838
ENSG00000121053,56270088
ENSG00000121057,55162454
ENSG00000121058,55038411
ENSG00000121060,54991441
ENSG00000121064,55055491
ENSG00000121067,47755525
ENSG00000121068,59477205
ENSG00000121073,47786376
ENSG00000121075,59529766
ENSG00000121089,165864443
ENSG00000121101,56769416
ENSG00000121104,47866542
ENSG00000121152,97001505
ENSG00000121207,155548098
ENSG00000121210,154387499
ENSG00000121211,154265802
ENSG00000121236,5617340
ENSG00000121270,48281479
ENSG00000121274,50186823
ENSG00000121281,50280049
ENSG00000121289,33462897
ENSG00000121297,31840342
ENSG00000121310,53392884
ENSG00000121314,10959885
ENSG00000121316,14720817
ENSG00000121318,10978957
ENSG00000121335,11653975
ENSG00000121350,21590550
ENSG00000121351,21507894
ENSG00000121361,21928534
ENSG00000121377,10955226
ENSG00000121380,12202779
ENSG00000121381,10962767
ENSG00000121388,19756179
ENSG00000121390,20357159
ENSG00000121406,58038694
ENSG00000121410,58864858
ENSG00000121413,58629794
ENSG00000121417,58141764
ENSG00000121440,73674092
ENSG00000121446,182378328
ENSG00000121454,180199400
ENSG00000121481,185014659
ENSG00000121486,185126204
ENSG00000121542,122920775
ENSG00000121552,122044096
ENSG00000121570,109056393
ENSG00000121577,119384171
ENSG00000121578,118959793
ENSG00000121579,113465147
ENSG00000121594,119278461
ENSG00000121621,28129703
ENSG00000121634,147374922
ENSG00000121644,244816406
ENSG00000121653,45907203
ENSG00000121671,45868670
ENSG00000121680,45940363
ENSG00000121690,33037423
ENSG00000121691,34460482
ENSG00000121716,99949800
ENSG00000121741,20532818
ENSG00000121742,20806504
ENSG00000121743,20735191
ENSG00000121749,72233488
ENSG00000121753,32230494
ENSG00000121764,32083288
ENSG00000121766,31769830
ENSG00000121769,31849697
ENSG00000121774,32479470
ENSG00000121775,32537633
ENSG00000121797,46448658
ENSG00000121807,46395356
ENSG00000121851,145470399
ENSG00000121853,172166246
ENSG00000121858,172241265
ENSG00000121864,179040820
ENSG00000121871,164914897
ENSG00000121879,178865903
ENSG00000121892,39979576
ENSG00000121895,39034542
ENSG00000121897,39460625
ENSG00000121898,125699783
ENSG00000121900,33367039
ENSG00000121903,33938247
ENSG00000121904,34631443
ENSG00000121905,33351596
ENSG00000121931,111506587
ENSG00000121933,112106584
ENSG00000121940,109506149
ENSG00000121957,109417973
ENSG00000121964,145090135
ENSG00000121966,136875719
ENSG00000121988,136288788
ENSG00000121989,148602087
ENSG00000122008,74807582
ENSG00000122012,75379209
ENSG00000122025,28674729
ENSG00000122026,27825500
ENSG00000122033,28024728
ENSG00000122034,27998757
ENSG00000122035,27844968
ENSG00000122042,30424754
ENSG00000122043,30509909
ENSG00000122068,197464051
ENSG00000122085,242041747
ENSG00000122121,128872926
ENSG00000122122,128913926
ENSG00000122126,128673827
ENSG00000122133,138453603
ENSG00000122136,138437973
ENSG00000122140,138391831
ENSG00000122145,79270253
ENSG00000122176,203320886
ENSG00000122180,203055140
ENSG00000122188,203734306
ENSG00000122194,161123271
ENSG00000122203,175788810
ENSG00000122218,160313063
ENSG00000122223,160832677
ENSG00000122224,160765865
ENSG00000122254,22825484
ENSG00000122257,24549015
ENSG00000122299,11891114
ENSG00000122304,11370337
ENSG00000122335,158589312
ENSG00000122359,81965328
ENSG00000122367,88426543
ENSG00000122375,88414276
ENSG00000122376,88853919
ENSG00000122378,82167586
ENSG00000122386,3162562
ENSG00000122390,3493650
ENSG00000122406,93297571
ENSG00000122417,86862025
ENSG00000122420,78769569
ENSG00000122432,84971984
ENSG00000122435,100598707
ENSG00000122477,100643829
ENSG00000122481,95699767
ENSG00000122482,91487829
ENSG00000122483,93645477
ENSG00000122484,92764617
ENSG00000122490,77711657
ENSG00000122507,33149170
ENSG00000122512,6048737
ENSG00000122515,44788181
ENSG00000122543,5919459
ENSG00000122545,35840543
ENSG00000122547,36192864
ENSG00000122548,26578407
ENSG00000122550,23145378
ENSG00000122557,35737069
ENSG00000122565,26240783
ENSG00000122566,26241149
ENSG00000122574,29846103
ENSG00000122584,8473240
ENSG00000122585,24323808
ENSG00000122591,23053749
ENSG00000122592,27197555
ENSG00000122641,41745432
ENSG00000122642,32997017
ENSG00000122643,33102408
ENSG00000122644,12726482
ENSG00000122674,5938357
ENSG00000122678,44122129
ENSG00000122679,45197391
ENSG00000122687,2281840
ENSG00000122691,19157259
ENSG00000122692,33076672
ENSG00000122694,36136534
ENSG00000122696,37904350
ENSG00000122705,36190854
ENSG00000122707,36036911
ENSG00000122711,33218364
ENSG00000122728,32635667
ENSG00000122729,32384602
ENSG00000122733,34957606
ENSG00000122735,34457413
ENSG00000122741,37800552
ENSG00000122756,34590138
ENSG00000122778,138666135
ENSG00000122779,138145005
ENSG00000122783,134855547
ENSG00000122786,134429004
ENSG00000122787,137687071
ENSG00000122824,51075084
ENSG00000122852,81370696
ENSG00000122859,71333178
ENSG00000122861,75668936
ENSG00000122862,70847860
ENSG00000122863,73724154
ENSG00000122870,60272633
ENSG00000122872,62444264
ENSG00000122873,60028923
ENSG00000122877,64578927
ENSG00000122882,74928813
ENSG00000122884,74856732
ENSG00000122912,70287280
ENSG00000122952,58121034
ENSG00000122958,70883269
ENSG00000122965,114404130
ENSG00000122966,120315124
ENSG00000122970,110562141
ENSG00000122971,121163578
ENSG00000122986,111142755
ENSG00000123009,120720107
ENSG00000123064,113623284
ENSG00000123066,116715498
ENSG00000123080,51426418
ENSG00000123091,51701946
ENSG00000123094,26111166
ENSG00000123095,26277970
ENSG00000123096,26274925
ENSG00000123104,26986127
ENSG00000123106,28286183
ENSG00000123119,91803970
ENSG00000123124,87354777
ENSG00000123130,23784592
ENSG00000123131,23682380
ENSG00000123136,14530195
ENSG00000123143,14543866
ENSG00000123144,12845498
ENSG00000123146,14491314
ENSG00000123154,12777617
ENSG00000123159,14606961
ENSG00000123165,127186382
ENSG00000123171,52436106
ENSG00000123178,50510626
ENSG00000123179,50265622
ENSG00000123191,52586261
ENSG00000123200,46626894
ENSG00000123201,51654998
ENSG00000123213,65018033
ENSG00000123219,64858995
ENSG00000123240,13141450
ENSG00000123243,7708961
ENSG00000123268,51157494
ENSG00000123297,58176545
ENSG00000123307,55413759
ENSG00000123329,57882597
ENSG00000123338,54891537
ENSG00000123342,56236750
ENSG00000123349,53689076
ENSG00000123352,49760368
ENSG00000123353,56211826
ENSG00000123358,52416617
ENSG00000123360,54943386
ENSG00000123364,54332616
ENSG00000123374,56360566
ENSG00000123384,57522267
ENSG00000123388,54366911
ENSG00000123395,52463031
ENSG00000123405,54694799
ENSG00000123407,54348688
ENSG00000123411,56401444
ENSG00000123415,54582792
ENSG00000123416,49525180
ENSG00000123427,58165276
ENSG00000123444,47600528
ENSG00000123447,49437341
ENSG00000123453,136605077
ENSG00000123454,136501486
ENSG00000123472,47139539
ENSG00000123473,47780564
ENSG00000123485,234763212
ENSG00000123496,114254540
ENSG00000123500,116479910
ENSG00000123505,111195974
ENSG00000123545,97345767
ENSG00000123552,99969604
ENSG00000123560,103028648
ENSG00000123561,105282718
ENSG00000123562,102943086
ENSG00000123569,103268280
ENSG00000123570,103087187
ENSG00000123572,105066533
ENSG00000123575,103411135
ENSG00000123576,103499614
ENSG00000123584,148863594
ENSG00000123594,13338172
ENSG00000123595,13707248
ENSG00000123600,172291312
ENSG00000123607,166810361
ENSG00000123609,152146408
ENSG00000123610,152214107
ENSG00000123612,158485376
ENSG00000123636,160473080
ENSG00000123643,150816608
ENSG00000123684,212004105
ENSG00000123685,212873182
ENSG00000123689,209848758
ENSG00000123700,68164815
ENSG00000123728,131353508
ENSG00000123737,122722474
ENSG00000123739,110651226
ENSG00000123810,41870070
ENSG00000123815,41231689
ENSG00000123836,207207712
ENSG00000123838,207277579
ENSG00000123843,207262206
ENSG00000123870,53091759
ENSG00000123892,87908611
ENSG00000123901,94134585
ENSG00000123908,141645732
ENSG00000123933,2263836
ENSG00000123965,74310232
ENSG00000123975,91926111
ENSG00000123977,228735771
ENSG00000123983,223725661
ENSG00000123989,220408531
ENSG00000123992,220264744
ENSG00000123999,220433885
ENSG00000124003,223536378
ENSG00000124006,220436581
ENSG00000124019,225266824
ENSG00000124067,68003504
ENSG00000124074,67701168
ENSG00000124089,54823789
ENSG00000124091,55100981
ENSG00000124092,56100708
ENSG00000124097,56070422
ENSG00000124098,54934031
ENSG00000124102,43803544
ENSG00000124103,55092244
ENSG00000124104,44462439
ENSG00000124107,43883205
ENSG00000124116,44420571
ENSG00000124120,43104515
ENSG00000124126,47444536
ENSG00000124134,43729768
ENSG00000124140,44650330
ENSG00000124143,37230453
ENSG00000124145,43977064
ENSG00000124151,46130632
ENSG00000124155,44044725
ENSG00000124157,43850015
ENSG00000124159,43937169
ENSG00000124160,44718601
ENSG00000124164,56964286
ENSG00000124171,49348118
ENSG00000124172,57607400
ENSG00000124177,40247023
ENSG00000124181,39765601
ENSG00000124191,42543493
ENSG00000124193,42086534
ENSG00000124194,42875740
ENSG00000124196,42355642
ENSG00000124198,47538249
ENSG00000124201,47894963
ENSG00000124203,57698437
ENSG00000124205,57875499
ENSG00000124207,47662784
ENSG00000124208,48770174
ENSG00000124209,56884772
ENSG00000124212,48184674
ENSG00000124214,47804904
ENSG00000124215,58533479
ENSG00000124216,48599518
ENSG00000124217,49575356
ENSG00000124222,57226310
ENSG00000124224,56884550
ENSG00000124225,56286592
ENSG00000124226,48552874
ENSG00000124227,56803709
ENSG00000124228,47835885
ENSG00000124232,43935481
ENSG00000124233,43835675
ENSG00000124237,56725959
ENSG00000124243,49411432
ENSG00000124249,43374507
ENSG00000124251,44036529
ENSG00000124253,56136137
ENSG00000124256,56195632
ENSG00000124257,44519847
ENSG00000124260,151307050
ENSG00000124275,7851300
ENSG00000124279,7869150
ENSG00000124299,34012697
ENSG00000124302,34112860
ENSG00000124313,53350548
ENSG00000124333,155111009
ENSG00000124334,155227362
ENSG00000124343,2670082
ENSG00000124356,74056044
ENSG00000124357,71291475
ENSG00000124370,71357369
ENSG00000124374,71454233
ENSG00000124380,70121089
ENSG00000124383,71357763
ENSG00000124391,88704981
ENSG00000124399,43900980
ENSG00000124406,42659122
ENSG00000124422,20947073
ENSG00000124429,84634722
ENSG00000124440,46800300
ENSG00000124444,44100545
ENSG00000124449,44220229
ENSG00000124459,44439434
ENSG00000124466,43969760
ENSG00000124467,43359843
ENSG00000124469,43099207
ENSG00000124479,43832641
ENSG00000124486,40944699
ENSG00000124490,49681303
ENSG00000124491,6321246
ENSG00000124493,34123399
ENSG00000124496,42419789
ENSG00000124507,34433839
ENSG00000124508,26383325
ENSG00000124523,13574460
ENSG00000124532,24403137
ENSG00000124535,2765628
ENSG00000124541,42989362
ENSG00000124549,26421620
ENSG00000124557,26500532
ENSG00000124562,34725283
ENSG00000124564,25882514
ENSG00000124568,25832280
ENSG00000124570,2972399
ENSG00000124571,43543775
ENSG00000124574,43395105
ENSG00000124575,26235215
ENSG00000124587,42946919
ENSG00000124588,2988222
ENSG00000124593,41748088
ENSG00000124596,41065526
ENSG00000124602,41006960
ENSG00000124608,44281084
ENSG00000124610,26018015
ENSG00000124613,27342395
ENSG00000124614,34393846
ENSG00000124615,39902290
ENSG00000124635,27100574
ENSG00000124641,41888877
ENSG00000124657,27925020
ENSG00000124659,42713841
ENSG00000124664,34524110
ENSG00000124678,35116387
ENSG00000124688,43597278
ENSG00000124701,41020942
ENSG00000124702,42981842
ENSG00000124713,42928493
ENSG00000124721,38683088
ENSG00000124731,41254420
ENSG00000124733,42984606
ENSG00000124743,53530554
ENSG00000124749,56258892
ENSG00000124762,36644238
ENSG00000124766,21593983
ENSG00000124767,38670921
ENSG00000124772,36807220
ENSG00000124780,39282237
ENSG00000124782,7107831
ENSG00000124783,7347679
ENSG00000124784,7390027
ENSG00000124785,6007838
ENSG00000124786,8435794
ENSG00000124787,5004297
ENSG00000124788,16761722
ENSG00000124789,17707156
ENSG00000124795,18264779
ENSG00000124802,8102792
ENSG00000124812,49844809
ENSG00000124813,45295895
ENSG00000124818,47749719
ENSG00000124827,10882274
ENSG00000124831,238536231
ENSG00000124835,237964810
ENSG00000124839,238510257
ENSG00000124875,74702358
ENSG00000124882,75230863
ENSG00000124900,55650774
ENSG00000124915,61525127
ENSG00000124920,61520109
ENSG00000124935,62009712
ENSG00000124939,61976146
ENSG00000124942,62323707
ENSG00000125037,10052886
ENSG00000125046,8786726
ENSG00000125084,49372106
ENSG00000125089,8183800
ENSG00000125107,58663789
ENSG00000125122,67260951
ENSG00000125124,56616579
ENSG00000125144,56701977
ENSG00000125148,56642497
ENSG00000125149,67143845
ENSG00000125166,58768246
ENSG00000125170,57521239
ENSG00000125207,130822433
ENSG00000125245,99913998
ENSG00000125246,100258924
ENSG00000125247,101327347
ENSG00000125249,98086424
ENSG00000125255,103718767
ENSG00000125257,95953729
ENSG00000125266,107188010
ENSG00000125285,95364799
ENSG00000125304,100098566
ENSG00000125319,42219275
ENSG00000125337,168396922
ENSG00000125347,131844411
ENSG00000125351,118986961
ENSG00000125352,119005696
ENSG00000125354,118827333
ENSG00000125355,119445411
ENSG00000125356,119005796
ENSG00000125363,11311534
ENSG00000125375,50779043
ENSG00000125378,54425479
ENSG00000125384,52781024
ENSG00000125385,37046833
ENSG00000125386,2538375
ENSG00000125388,2965299
ENSG00000125398,70117162
ENSG00000125409,15244949
ENSG00000125414,10453017
ENSG00000125430,14204399
ENSG00000125434,8198718
ENSG00000125445,73257756
ENSG00000125447,73258444
ENSG00000125449,73106048
ENSG00000125450,73201755
ENSG00000125454,73285591
ENSG00000125457,73267312
ENSG00000125458,73127852
ENSG00000125459,155579997
ENSG00000125462,156426555
ENSG00000125482,135282238
ENSG00000125484,135545423
ENSG00000125485,135545788
ENSG00000125492,135457994
ENSG00000125498,55281246
ENSG00000125503,55629005
ENSG00000125505,54693733
ENSG00000125508,62179102
ENSG00000125510,62711436
ENSG00000125514,61668380
ENSG00000125520,62371130
ENSG00000125522,62738918
ENSG00000125531,62179245
ENSG00000125533,61638387
ENSG00000125534,62152119
ENSG00000125538,113594393
ENSG00000125551,88047607
ENSG00000125571,113668743
ENSG00000125611,113341818
ENSG00000125618,114036498
ENSG00000125629,118846029
ENSG00000125630,113299493
ENSG00000125631,118617004
ENSG00000125633,118771709
ENSG00000125637,113914903
ENSG00000125648,6465214
ENSG00000125650,6379069
ENSG00000125651,6393992
ENSG00000125652,6372806
ENSG00000125656,6361543
ENSG00000125657,6531038
ENSG00000125675,122318007
ENSG00000125676,122866906
ENSG00000125686,37607525
ENSG00000125691,37010017
ENSG00000125695,61829457
ENSG00000125703,63249804
ENSG00000125726,6604114
ENSG00000125730,6730573
ENSG00000125731,6767474
ENSG00000125733,6737937
ENSG00000125734,6737591
ENSG00000125735,6670599
ENSG00000125740,45971254
ENSG00000125741,46105470
ENSG00000125743,46195827
ENSG00000125744,46000313
ENSG00000125746,46148860
ENSG00000125753,46009838
ENSG00000125755,46366452
ENSG00000125772,5591652
ENSG00000125775,1309783
ENSG00000125779,3869487
ENSG00000125780,2276648
ENSG00000125787,3024269
ENSG00000125788,123232
ENSG00000125798,22566093
ENSG00000125804,25965847
ENSG00000125810,23066961
ENSG00000125812,23342820
ENSG00000125813,21686298
ENSG00000125814,23402156
ENSG00000125815,23471739
ENSG00000125816,21378164
ENSG00000125817,3767387
ENSG00000125818,1093884
ENSG00000125820,21494702
ENSG00000125821,18568587
ENSG00000125823,23406742
ENSG00000125826,388143
ENSG00000125827,8000452
ENSG00000125831,23433513
ENSG00000125834,2082474
ENSG00000125835,2451499
ENSG00000125841,327427
ENSG00000125843,3801172
ENSG00000125844,17662940
ENSG00000125845,6748334
ENSG00000125846,18268928
ENSG00000125848,14318260
ENSG00000125850,18039832
ENSG00000125851,17206753
ENSG00000125861,3644046
ENSG00000125863,10414870
ENSG00000125864,17549865
ENSG00000125868,17550721
ENSG00000125869,9495006
ENSG00000125870,16710607
ENSG00000125871,17949662
ENSG00000125872,6034706
ENSG00000125875,443210
ENSG00000125877,3189515
ENSG00000125878,590953
ENSG00000125879,16729004
ENSG00000125885,5931299
ENSG00000125888,17674318
ENSG00000125895,1166059
ENSG00000125898,814359
ENSG00000125899,10976942
ENSG00000125900,1538351
ENSG00000125901,3026699
ENSG00000125903,207900
ENSG00000125910,3172345
ENSG00000125912,3185562
ENSG00000125931,71527037
ENSG00000125944,23670829
ENSG00000125945,23696329
ENSG00000125952,65569413
ENSG00000125954,65381204
ENSG00000125962,101854097
ENSG00000125965,34042568
ENSG00000125966,33814494
ENSG00000125967,32262269
ENSG00000125968,30193087
ENSG00000125970,32581453
ENSG00000125971,33104220
ENSG00000125975,34117481
ENSG00000125977,32700049
ENSG00000125991,34129788
ENSG00000125995,34287195
ENSG00000125997,31935527
ENSG00000125998,33880228
ENSG00000125999,31861287
ENSG00000126001,34042986
ENSG00000126003,30795546
ENSG00000126005,33865934
ENSG00000126010,16141689
ENSG00000126012,53254604
ENSG00000126016,112084059
ENSG00000126062,50396952
ENSG00000126067,36107127
ENSG00000126070,36396320
ENSG00000126088,45476623
ENSG00000126091,44171496
ENSG00000126106,45140153
ENSG00000126107,45476996
ENSG00000126214,104028234
ENSG00000126215,104181841
ENSG00000126216,113242519
ENSG00000126217,113548693
ENSG00000126218,113777114
ENSG00000126226,113863029
ENSG00000126231,113812963
ENSG00000126233,143823824
ENSG00000126243,36426261
ENSG00000126246,36233354
ENSG00000126247,36630856
ENSG00000126249,34895305
ENSG00000126251,35861971
ENSG00000126254,36119933
ENSG00000126259,36346764
ENSG00000126261,34919258
ENSG00000126262,35934810
ENSG00000126264,36393432
ENSG00000126266,35842456
ENSG00000126267,36139226
ENSG00000126337,39648798
ENSG00000126351,38214544
ENSG00000126353,38721724
ENSG00000126368,38256842
ENSG00000126391,65154093
ENSG00000126432,64085594
ENSG00000126453,50168400
ENSG00000126456,50169132
